state,state_label,posterior_share,alpha_s,alpha_m,lambda_scaled_flow,sigma_s,sigma_m,rho_sm,mean_spread_bp,mean_depth,mean_RV,mean_abs_ofi
1,Calm,0.3907069917586,-0.415244716944887,-0.0422938931464804,43.4681419957248,0.108749402006776,1.92549090803534,-0.0102873911532002,1.39419006325695,5742.87990896168,245.689963672546,9310.82348248786
2,Normal,0.349696699406903,0.154654218144781,0.0281838299061509,5.79069771588454,0.581591155543467,7.27347548869947,0.00334261011710498,2.76001156768299,4737.51399562273,669.030954819987,34518.2710836974
3,Stressed,0.259596308834497,0.416695679988717,0.0174502949442938,0.124097968437514,0.249090027733139,2.5089375287349,0.00296965536651691,3.51857445829,4381.34782693177,251.409036192206,16169.6118898365
