replication,covariate,entry_to_stressed_AME,exit_to_calm_AME,convergence_code
60,open_dummy,-0.035932847585346,0.023719185167503,0
60,close_dummy,-0.00517926612018931,-0.0237416222310184,0
61,depth_tilde,-0.049725583194742,0.0409760064233199,0
61,rv_tilde,-0.0200187522708978,-0.0558125588355461,0
61,abs_ofi_tilde,-0.00315869517778562,-0.0404644905689936,0
61,open_dummy,-0.0174294687858894,0.00645293751265362,0
61,close_dummy,-0.0288417191399004,-0.0283919243308639,0
62,depth_tilde,-0.0486298020763006,0.0446356386605118,0
62,rv_tilde,-0.0165292425527597,-0.0470770533345168,0
62,abs_ofi_tilde,-0.00207884717758032,-0.0489246901959073,0
62,open_dummy,-0.0412040070030673,0.0259807337856506,0
62,close_dummy,-0.0181030527100738,-0.0288049130876653,0
63,depth_tilde,-0.052236477577389,0.0433075246906973,0
63,rv_tilde,-0.0181011582279177,-0.0466066197600106,0
63,abs_ofi_tilde,-0.00179237435704896,-0.0278036734551936,0
63,open_dummy,-0.0276927548003715,0.0208452190473882,0
63,close_dummy,-0.0305244961291549,-0.016712896549979,0
64,depth_tilde,-0.0500719132692952,0.0438144509076239,0
64,rv_tilde,-0.0161126150883363,-0.0438501649149501,0
64,abs_ofi_tilde,-0.000189248340359502,-0.0344598737194211,0
64,open_dummy,-0.0392916270917758,-0.00587154650702909,0
64,close_dummy,-0.0165729678758574,-0.0446801499996472,0
65,depth_tilde,-0.0483025145108474,0.0404880416207987,0
65,rv_tilde,-0.0205590710617211,-0.0576537040359938,0
65,abs_ofi_tilde,-0.00148654000868054,-0.0475672234609385,0
65,open_dummy,-0.051300466857702,-0.0125853857444738,0
65,close_dummy,-0.018126984181913,-0.017351772216095,0
66,depth_tilde,-0.0509783851039799,0.0401821795184159,0
66,rv_tilde,-0.027311621267013,-0.0388844358746978,0
66,abs_ofi_tilde,-0.00680821813934221,-0.0288795984315424,0
66,open_dummy,-0.0339680629416037,-0.000519880835274507,0
66,close_dummy,-0.0279953339816749,-0.0237495959795493,0
67,depth_tilde,-0.0502776922847934,0.0412955951818756,0
67,rv_tilde,-0.0198328640336087,-0.0551048732728393,0
67,abs_ofi_tilde,-0.0032885529404274,-0.0341002051945389,0
67,open_dummy,-0.0355995366351442,0.0109738120806316,0
67,close_dummy,-0.0197740162234714,-0.02401289051065,0
68,depth_tilde,-0.0488540059863709,0.0433938766730206,0
68,rv_tilde,-0.0225306367581352,-0.0524538371959511,0
68,abs_ofi_tilde,-0.00393600369705614,-0.0212842681989263,0
68,open_dummy,-0.0166343019689671,-0.0144871879593066,0
68,close_dummy,-0.0141402193886256,-0.0446674233300738,0
69,depth_tilde,-0.0505007311083276,0.043437477759657,0
69,rv_tilde,-0.0223151674742427,-0.0577880447824653,0
69,abs_ofi_tilde,0.000167265908355073,-0.0215934719588248,0
69,open_dummy,-0.0298252131476755,0.00688873010063855,0
69,close_dummy,-0.0189262528053416,-0.0308713226295704,0
70,depth_tilde,-0.0521514150714961,0.0411391520275386,0
70,rv_tilde,-0.018686665705565,-0.0533568628859574,0
70,abs_ofi_tilde,-0.000455425081175291,-0.0327873308886362,0
70,open_dummy,-0.0508790784944332,0.031687410084689,0
70,close_dummy,-0.0299914743170213,-0.00976767084357019,0
71,depth_tilde,-0.0504693149614919,0.0418376724277434,0
71,rv_tilde,-0.0237394718758136,-0.0515308989866002,0
71,abs_ofi_tilde,-0.00258129242121124,-0.0223842178758596,0
71,open_dummy,-0.0286550564590059,0.0077600978995876,0
71,close_dummy,-0.0259635150460581,-0.0223987876609258,0
72,depth_tilde,-0.0486325185621252,0.040891475255793,0
72,rv_tilde,-0.0261500968303319,-0.0507799217010881,0
72,abs_ofi_tilde,-0.00357716441955552,-0.0243928206657803,0
72,open_dummy,-0.0265518768966526,-0.00791750869874852,0
72,close_dummy,-0.0207290916333569,-0.0248849716024448,0
73,depth_tilde,-0.0498329171239521,0.042984254118666,0
73,rv_tilde,-0.0207530701967435,-0.0546569421979629,0
73,abs_ofi_tilde,-0.00355102700217745,-0.0332962834715898,0
73,open_dummy,-0.0187029778203304,-0.0142066412939068,0
73,close_dummy,-0.016427416861661,-0.0250179235094647,0
74,depth_tilde,-0.0492236120767087,0.0430906982437169,0
74,rv_tilde,-0.0244003857084696,-0.0523237257718689,0
74,abs_ofi_tilde,-0.00108929946544627,-0.0292565872501582,0
74,open_dummy,-0.0264298128223053,0.00123769661903497,0
74,close_dummy,-0.021987836962675,-0.024274669138709,0
75,depth_tilde,-0.0498393543304772,0.0451980356820178,0
75,rv_tilde,-0.021201364984847,-0.0498393712177816,0
75,abs_ofi_tilde,-0.00324313907701031,-0.0366254669159661,0
75,open_dummy,-0.0383007078769957,0.0152595856695049,0
75,close_dummy,-0.0228057131639151,-0.0172979655083392,0
76,depth_tilde,-0.0497330011016267,0.0418114128736926,0
76,rv_tilde,-0.0212223490268733,-0.0617489865763121,0
76,abs_ofi_tilde,-0.0040893121404942,-0.0369649275048493,0
76,open_dummy,-0.0410483393033287,0.000607742912632507,0
76,close_dummy,-0.0243379558305861,-0.0208860561721955,0
77,depth_tilde,-0.0494740039064758,0.0423193272133741,0
77,rv_tilde,-0.0211241565996937,-0.0577653790508396,0
77,abs_ofi_tilde,-0.000407004045339718,-0.0301676047491395,0
77,open_dummy,-0.0257868967588079,-0.00321333579797308,0
77,close_dummy,-0.0198208420981276,-0.0227427063340113,0
78,depth_tilde,-0.0506147747059203,0.039992427355167,0
78,rv_tilde,-0.0173467835716261,-0.0518220751738498,0
78,abs_ofi_tilde,-0.000195169852165012,-0.0298912410403551,0
78,open_dummy,-0.0456826229860839,0.0212805747257087,0
78,close_dummy,-0.0309920186831655,-0.0191184516442958,0
79,depth_tilde,-0.0493454785578783,0.0432413670923928,0
79,rv_tilde,-0.0168146203872706,-0.056166785195861,0
79,abs_ofi_tilde,0.00322024726782167,-0.0327949266672074,0
79,open_dummy,-0.0377719747940203,-0.00830475891570286,0
79,close_dummy,-0.0167388409899867,-0.0368530869702538,0
80,depth_tilde,-0.0509612921365385,0.0414069241005129,0
80,rv_tilde,-0.0183184566653047,-0.0474273480230928,0
80,abs_ofi_tilde,-0.000407507185069607,-0.0314237878950563,0
80,open_dummy,-0.0377701035998523,-0.00581445595359281,0
80,close_dummy,-0.0234469049310171,-0.018502941683087,0
81,depth_tilde,-0.050952252043799,0.0426017192921584,0
81,rv_tilde,-0.0178219600451017,-0.0532784397817632,0
81,abs_ofi_tilde,0.00267400504280947,-0.0307574965750973,0
81,open_dummy,-0.0376192830679902,0.0122094010766926,0
81,close_dummy,-0.0202180361069005,-0.029426042259154,0
82,depth_tilde,-0.0477457147321425,0.0441197584206801,0
82,rv_tilde,-0.0148604084249351,-0.0598477292087351,0
82,abs_ofi_tilde,0.000832919826601197,-0.0456191835485654,0
82,open_dummy,-0.0377024954526497,0.00643319366580004,0
82,close_dummy,-0.0284488099961803,-0.0314161027225084,0
83,depth_tilde,-0.0485480373700334,0.0411445785474868,0
83,rv_tilde,-0.0215014377355878,-0.0636257294333378,0
83,abs_ofi_tilde,-0.00267243142570168,-0.0449027224460966,0
83,open_dummy,-0.0509887498668819,0.0202792509092645,0
83,close_dummy,-0.0245221772974276,-0.011339108438395,0
84,depth_tilde,-0.0510285239023234,0.0420633703295208,0
84,rv_tilde,-0.0231349051917298,-0.0540881451908041,0
84,abs_ofi_tilde,0.000642418778550845,-0.0266798019240813,0
84,open_dummy,-0.046562905644958,0.0053410970102483,0
84,close_dummy,-0.01565556623072,-0.00855050033439785,0
85,depth_tilde,-0.0495193797354656,0.0421172041922967,0
85,rv_tilde,-0.0215355704860583,-0.0578971233173212,0
85,abs_ofi_tilde,-0.00166478141913936,-0.0277380544985289,0
85,open_dummy,-0.0359430674113141,-0.00919392762140925,0
85,close_dummy,-0.0185725904445488,-0.00836131590821024,0
86,depth_tilde,-0.0510700504185825,0.0426541885917282,0
86,rv_tilde,-0.020109665389633,-0.054567059824588,0
86,abs_ofi_tilde,0.00139478184904553,-0.0278697259962026,0
86,open_dummy,-0.023286040177469,-0.0190466096900009,0
86,close_dummy,-0.0289108325034557,-0.021217108886727,0
87,depth_tilde,-0.0518270693370008,0.0415107973861532,0
87,rv_tilde,-0.019326034974246,-0.0527235928882127,0
87,abs_ofi_tilde,-0.0024767315614421,-0.0268927970986482,0
87,open_dummy,-0.0378210325947991,-0.0087139096543341,0
87,close_dummy,-0.0273046848719999,-0.0158584210317543,0
88,depth_tilde,-0.0497207652914832,0.0465217888886764,0
88,rv_tilde,-0.0147068346954901,-0.0575494466046327,0
88,abs_ofi_tilde,-0.000720805926038079,-0.0455477317414299,0
88,open_dummy,-0.0315028331523034,-0.0187907054290034,0
88,close_dummy,-0.0186845978469012,-0.0313904712857083,0
89,depth_tilde,-0.0504995758539272,0.042029135653951,0
89,rv_tilde,-0.018004479728367,-0.062368307093384,0
89,abs_ofi_tilde,-0.00175778938367678,-0.0271111329481126,0
89,open_dummy,-0.0345175751000711,0.000460898521466289,0
89,close_dummy,-0.0242483025290704,-0.0404223626117093,0
90,depth_tilde,-0.0477579626130702,0.0453823059483879,0
90,rv_tilde,-0.0176523087125691,-0.0562524691534126,0
